Accession (Identificador),Begin (Inicio de la trasnscripción),End (final de la transcripción),Orientation,Name (Alias),Symbol,Gene Type,Protein accession (Posible identificador de la proteína),Protein name (Product),Protein length,Locus tag
NZ_CP009124.1,3951495,3951611,minus,5S ribosomal RNA,rrf,rRNA,,,,SLIV_RS17785
NZ_CP009124.1,3951696,3954817,minus,23S ribosomal RNA,,rRNA,,,,SLIV_RS17790
NZ_CP009124.1,3955098,3956624,minus,16S ribosomal RNA,,rRNA,,,,SLIV_RS17795
NZ_CP009124.1,3957267,3957815,minus,MarR family winged helix-turn-helix transcriptional regulator,,protein-coding,WP_003974850.1,MarR family winged helix-turn-helix transcriptional regulator,182,SLIV_RS17800
NZ_CP009124.1,3957961,3959238,plus,MDR family MFS transporter,,protein-coding,WP_003974851.1,MDR family MFS transporter,425,SLIV_RS17805
NZ_CP009124.1,3959293,3960951,minus,ATP-binding SpoIIE family protein phosphatase,,protein-coding,WP_003974852.1,ATP-binding SpoIIE family protein phosphatase,552,SLIV_RS17810
NZ_CP009124.1,3961134,3962513,minus,NAD(P)/FAD-dependent oxidoreductase,,protein-coding,WP_003974853.1,NAD(P)/FAD-dependent oxidoreductase,459,SLIV_RS17815
NZ_CP009124.1,3962888,3963784,plus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_016326774.1,TetR/AcrR family transcriptional regulator,298,SLIV_RS17820
NZ_CP009124.1,3963967,3966024,plus,sigma-70 family RNA polymerase sigma factor,,protein-coding,WP_038534584.1,sigma-70 family RNA polymerase sigma factor,685,SLIV_RS17825
NZ_CP009124.1,3966011,3969319,minus,BTAD domain-containing putative transcriptional regulator,,protein-coding,WP_016326772.1,BTAD domain-containing putative transcriptional regulator,1102,SLIV_RS17830
NZ_CP009124.1,3969361,3971484,minus,asparagine synthase-related protein,,protein-coding,WP_037666492.1,asparagine synthase-related protein,707,SLIV_RS17835
NZ_CP009124.1,3972197,3973618,plus,MFS transporter,,protein-coding,WP_003974859.1,MFS transporter,473,SLIV_RS17840
NZ_CP009124.1,3973701,3974969,plus,L-2-hydroxyglutarate oxidase,lhgO,protein-coding,WP_003974860.1,L-2-hydroxyglutarate oxidase,422,SLIV_RS17845
NZ_CP009124.1,3975055,3975480,minus,Dabb family protein,,protein-coding,WP_308428302.1,Dabb family protein,141,SLIV_RS17850
NZ_CP009124.1,3975580,3976395,plus,tRNA (guanosine(46)-N7)-methyltransferase TrmB,trmB,protein-coding,WP_003974862.1,tRNA (guanosine(46)-N7)-methyltransferase TrmB,271,SLIV_RS17855
NZ_CP009124.1,3976405,3977778,plus,PrsW family intramembrane metalloprotease,,protein-coding,WP_003974863.1,PrsW family intramembrane metalloprotease,457,SLIV_RS17860
NZ_CP009124.1,3977803,3978747,minus,aldo/keto reductase,,protein-coding,WP_003974864.1,aldo/keto reductase,314,SLIV_RS17865
NZ_CP009124.1,3978886,3979929,minus,M23 family metallopeptidase,,protein-coding,WP_003974865.1,M23 family metallopeptidase,347,SLIV_RS17870
NZ_CP009124.1,3980322,3981557,minus,PP2C family protein-serine/threonine phosphatase,,protein-coding,WP_016326766.1,PP2C family protein-serine/threonine phosphatase,411,SLIV_RS17875
NZ_CP009124.1,3981729,3981802,minus,tRNA-Met,,tRNA,,,,SLIV_RS17880
NZ_CP009124.1,3981873,3983003,minus,dihydrofolate reductase family protein,,protein-coding,WP_003974867.1,dihydrofolate reductase family protein,376,SLIV_RS17885
NZ_CP009124.1,3983710,3984363,plus,trimeric intracellular cation channel family protein,,protein-coding,WP_003974869.1,trimeric intracellular cation channel family protein,217,SLIV_RS17890
NZ_CP009124.1,3984388,3985659,plus,M20 family metallopeptidase,,protein-coding,WP_003974870.1,M20 family metallopeptidase,423,SLIV_RS17895
NZ_CP009124.1,3985719,3986678,plus,MerR family transcriptional regulator,,protein-coding,WP_003974871.1,MerR family transcriptional regulator,319,SLIV_RS17900
NZ_CP009124.1,3986659,3987057,minus,hypothetical protein,,protein-coding,WP_003974872.1,hypothetical protein,132,SLIV_RS17905
NZ_CP009124.1,3987064,3987456,minus,hypothetical protein,,protein-coding,WP_003974873.1,hypothetical protein,130,SLIV_RS17910
NZ_CP009124.1,3987494,3988156,minus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_003974874.1,TetR/AcrR family transcriptional regulator,220,SLIV_RS17915
NZ_CP009124.1,3988257,3988946,plus,CatB-related O-acetyltransferase,,protein-coding,WP_003974875.1,CatB-related O-acetyltransferase,229,SLIV_RS17920
NZ_CP009124.1,3988944,3989016,minus,tRNA-Lys,,tRNA,,,,SLIV_RS17925
NZ_CP009124.1,3989133,3990668,minus,amino acid permease,,protein-coding,WP_003974876.1,amino acid permease,511,SLIV_RS17930
NZ_CP009124.1,3990807,3992993,minus,DEAD/DEAH box helicase,,protein-coding,WP_003974877.1,DEAD/DEAH box helicase,728,SLIV_RS17935
NZ_CP009124.1,3993315,3993872,minus,hypothetical protein,,protein-coding,WP_037666495.1,hypothetical protein,185,SLIV_RS17940
NZ_CP009124.1,3993969,3994319,minus,metallopeptidase family protein,,protein-coding,WP_011029427.1,metallopeptidase family protein,116,SLIV_RS17945
NZ_CP009124.1,3994391,3996055,plus,metallophosphoesterase family protein,,protein-coding,WP_003974879.1,metallophosphoesterase family protein,554,SLIV_RS17950
NZ_CP009124.1,3996136,3996208,plus,tRNA-Glu,,tRNA,,,,SLIV_RS17955
NZ_CP009124.1,3996243,3996317,plus,tRNA-Asp,,tRNA,,,,SLIV_RS17960
NZ_CP009124.1,3996342,3996415,plus,tRNA-Phe,,tRNA,,,,SLIV_RS17965
NZ_CP009124.1,3996525,4000508,plus,ATP-dependent RNA helicase HrpA,hrpA,protein-coding,WP_016326762.1,ATP-dependent RNA helicase HrpA,1327,SLIV_RS17970
NZ_CP009124.1,4000602,4000676,plus,tRNA-Asp,,tRNA,,,,SLIV_RS17975
NZ_CP009124.1,4000925,4001119,plus,DUF6274 family protein,,protein-coding,WP_078653450.1,DUF6274 family protein,64,SLIV_RS40460
NZ_CP009124.1,4001578,4001784,minus,developmental transcriptional regulator BldC,bldC,protein-coding,WP_003949541.1,developmental transcriptional regulator BldC,68,SLIV_RS17980
NZ_CP009124.1,4002318,4003169,minus,hypothetical protein,,protein-coding,WP_003974882.1,hypothetical protein,283,SLIV_RS17985
NZ_CP009124.1,4003399,4004493,plus,Leu/Phe/Val dehydrogenase,,protein-coding,WP_003974883.1,Leu/Phe/Val dehydrogenase,364,SLIV_RS17990
NZ_CP009124.1,4004815,4005069,plus,DUF3073 domain-containing protein,,protein-coding,WP_003974884.1,DUF3073 domain-containing protein,84,SLIV_RS17995
NZ_CP009124.1,4005147,4006214,minus,phosphoribosylformylglycinamidine cyclo-ligase,purM,protein-coding,WP_003974885.1,phosphoribosylformylglycinamidine cyclo-ligase,355,SLIV_RS18000
NZ_CP009124.1,4006294,4007820,minus,amidophosphoribosyltransferase,purF,protein-coding,WP_030872463.1,amidophosphoribosyltransferase,508,SLIV_RS18005
NZ_CP009124.1,4007883,4008710,minus,META domain-containing protein,,protein-coding,WP_003974887.1,META domain-containing protein,275,SLIV_RS18010
NZ_CP009124.1,4008793,4009590,minus,maleylpyruvate isomerase family mycothiol-dependent enzyme,,protein-coding,WP_003974888.1,maleylpyruvate isomerase family mycothiol-dependent enzyme,265,SLIV_RS18015
NZ_CP009124.1,4010825,4011664,minus,M23 family metallopeptidase,,protein-coding,WP_003974890.1,M23 family metallopeptidase,279,SLIV_RS18025
NZ_CP009124.1,4011733,4012215,minus,ArsR/SmtB family transcription factor,,protein-coding,WP_016326757.1,ArsR/SmtB family transcription factor,160,SLIV_RS18030
NZ_CP009124.1,4012364,4012948,plus,Uma2 family endonuclease,,protein-coding,WP_003974892.1,Uma2 family endonuclease,194,SLIV_RS18035
NZ_CP009124.1,4013008,4015266,minus,phosphoribosylformylglycinamidine synthase subunit PurL,purL,protein-coding,WP_003974893.1,phosphoribosylformylglycinamidine synthase subunit PurL,752,SLIV_RS18040
NZ_CP009124.1,4015263,4015943,minus,phosphoribosylformylglycinamidine synthase subunit PurQ,purQ,protein-coding,WP_003974894.1,phosphoribosylformylglycinamidine synthase subunit PurQ,226,SLIV_RS18045
NZ_CP009124.1,4015940,4016212,minus,phosphoribosylformylglycinamidine synthase subunit PurS,purS,protein-coding,WP_003974895.1,phosphoribosylformylglycinamidine synthase subunit PurS,90,SLIV_RS18050
NZ_CP009124.1,4016563,4016880,plus,histone-like nucleoid-structuring protein Lsr2,,protein-coding,WP_003974896.1,histone-like nucleoid-structuring protein Lsr2,105,SLIV_RS18055
NZ_CP009124.1,4017033,4017104,plus,tRNA-Gly,,tRNA,,,,SLIV_RS18060
NZ_CP009124.1,4017187,4017259,plus,tRNA-Gly,,tRNA,,,,SLIV_RS18065
NZ_CP009124.1,4017398,4018378,plus,ABC transporter ATP-binding protein,,protein-coding,WP_003974897.1,ABC transporter ATP-binding protein,326,SLIV_RS18070
NZ_CP009124.1,4018375,4019190,plus,ABC transporter permease,,protein-coding,WP_003974898.1,ABC transporter permease,271,SLIV_RS18075
NZ_CP009124.1,4019220,4020467,plus,sensor histidine kinase,,protein-coding,WP_003974899.1,sensor histidine kinase,415,SLIV_RS18080
NZ_CP009124.1,4020464,4021078,plus,response regulator transcription factor,,protein-coding,WP_016326755.1,response regulator transcription factor,204,SLIV_RS18085
NZ_CP009124.1,4021116,4021191,plus,tRNA-Gly,,tRNA,,,,SLIV_RS18090
NZ_CP009124.1,4021256,4022155,minus,phosphoribosylaminoimidazolesuccinocarboxamide synthase,,protein-coding,WP_003974901.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,299,SLIV_RS18095
NZ_CP009124.1,4022278,4023795,minus,"N,N-dimethylformamidase beta subunit family domain-containing protein",,protein-coding,WP_003974902.1,"N,N-dimethylformamidase beta subunit family domain-containing protein",505,SLIV_RS18100
NZ_CP009124.1,4023960,4025939,minus,hypothetical protein,,protein-coding,WP_016326754.1,hypothetical protein,659,SLIV_RS18105
NZ_CP009124.1,4026246,4027496,minus,phosphoribosylamine--glycine ligase,purD,protein-coding,WP_016326753.1,phosphoribosylamine--glycine ligase,416,SLIV_RS18110
NZ_CP009124.1,4027616,4029979,minus,DNA polymerase III subunit gamma and tau,,protein-coding,WP_038534591.1,DNA polymerase III subunit gamma and tau,787,SLIV_RS18115
NZ_CP009124.1,4030026,4030120,minus,signal recognition particle sRNA small type,ffs,other,,,,SLIV_RS38395
NZ_CP009124.1,4030195,4030282,plus,tRNA-Ser,,tRNA,,,,SLIV_RS18120
NZ_CP009124.1,4030423,4030758,minus,ArsR/SmtB family transcription factor,,protein-coding,WP_003974904.1,ArsR/SmtB family transcription factor,111,SLIV_RS18125
NZ_CP009124.1,4030755,4031258,minus,hypothetical protein,,protein-coding,WP_003974905.1,hypothetical protein,167,SLIV_RS18130
NZ_CP009124.1,4031542,4032378,plus,MIP/aquaporin family protein,,protein-coding,WP_173668747.1,MIP/aquaporin family protein,278,SLIV_RS18135
NZ_CP009124.1,4032401,4032592,minus,hypothetical protein,,protein-coding,WP_003974907.1,hypothetical protein,63,SLIV_RS18140
NZ_CP009124.1,4032734,4033867,plus,glutathione-independent formaldehyde dehydrogenase,,protein-coding,WP_003974908.1,glutathione-independent formaldehyde dehydrogenase,377,SLIV_RS18145
NZ_CP009124.1,4033864,4034697,minus,hypothetical protein,,protein-coding,WP_016326751.1,hypothetical protein,277,SLIV_RS18150
NZ_CP009124.1,4034813,4036582,minus,copper resistance protein CopC,,protein-coding,WP_003974910.1,copper resistance protein CopC,589,SLIV_RS18155
NZ_CP009124.1,4037144,4037938,minus,SDR family NAD(P)-dependent oxidoreductase,,protein-coding,WP_003974911.1,SDR family NAD(P)-dependent oxidoreductase,264,SLIV_RS18160
NZ_CP009124.1,4037935,4038432,minus,cupin domain-containing protein,,protein-coding,WP_003974912.1,cupin domain-containing protein,165,SLIV_RS18165
NZ_CP009124.1,4038429,4039049,minus,GNAT family N-acetyltransferase,,protein-coding,WP_003974913.1,GNAT family N-acetyltransferase,206,SLIV_RS18170
NZ_CP009124.1,4039042,4041390,minus,penicillin acylase family protein,,protein-coding,WP_003974914.1,penicillin acylase family protein,782,SLIV_RS18175
NZ_CP009124.1,4041475,4042200,plus,siderophore-interacting protein,,protein-coding,WP_003974915.1,siderophore-interacting protein,241,SLIV_RS18180
NZ_CP009124.1,4042226,4042819,plus,HhH-GPD-type base excision DNA repair protein,,protein-coding,WP_003974916.1,HhH-GPD-type base excision DNA repair protein,197,SLIV_RS18185
NZ_CP009124.1,4043387,4044067,plus,HdeD family acid-resistance protein,,protein-coding,WP_038534594.1,HdeD family acid-resistance protein,226,SLIV_RS18190
NZ_CP009124.1,4044149,4044478,plus,hypothetical protein,,protein-coding,WP_046247878.1,hypothetical protein,109,SLIV_RS40000
NZ_CP009124.1,4044548,4044682,plus,hypothetical protein,,protein-coding,WP_016326745.1,hypothetical protein,44,SLIV_RS40780
NZ_CP009124.1,4044852,4045148,plus,type II toxin-antitoxin system VapB family antitoxin,,protein-coding,WP_003999914.1,type II toxin-antitoxin system VapB family antitoxin,98,SLIV_RS18200
NZ_CP009124.1,4045284,4045898,plus,LytR C-terminal domain-containing protein,,protein-coding,WP_003974920.1,LytR C-terminal domain-containing protein,204,SLIV_RS18205
NZ_CP009124.1,4045923,4046558,minus,uracil phosphoribosyltransferase,upp,protein-coding,WP_003974921.1,uracil phosphoribosyltransferase,211,SLIV_RS18210
NZ_CP009124.1,4046697,4046945,plus,hypothetical protein,,protein-coding,WP_016326743.1,hypothetical protein,82,SLIV_RS40005
NZ_CP009124.1,4047286,4047834,plus,hypothetical protein,,protein-coding,WP_003974923.1,hypothetical protein,182,SLIV_RS18220
NZ_CP009124.1,4047903,4048334,plus,tRNA adenosine(34) deaminase TadA,tadA,protein-coding,WP_003974924.1,tRNA adenosine(34) deaminase TadA,143,SLIV_RS18225
NZ_CP009124.1,4048412,4048496,plus,tRNA-Ser,,tRNA,,,,SLIV_RS18230
NZ_CP009124.1,4048540,4048761,plus,hypothetical protein,,protein-coding,WP_003974925.1,hypothetical protein,73,SLIV_RS18235
NZ_CP009124.1,4048761,4049054,plus,Dabb family protein,,protein-coding,WP_003974926.1,Dabb family protein,97,SLIV_RS18240
NZ_CP009124.1,4049247,4050110,plus,RNA polymerase sigma factor SigF,,protein-coding,WP_003974927.1,RNA polymerase sigma factor SigF,287,SLIV_RS18245
NZ_CP009124.1,4050403,4051359,plus,RNA polymerase sigma factor SigF,,protein-coding,WP_003974928.1,RNA polymerase sigma factor SigF,318,SLIV_RS18250
NZ_CP009124.1,4051475,4051675,minus,hypothetical protein,,protein-coding,WP_007451180.1,hypothetical protein,66,SLIV_RS18255
NZ_CP009124.1,4051881,4052381,plus,MarR family winged helix-turn-helix transcriptional regulator,,protein-coding,WP_011029397.1,MarR family winged helix-turn-helix transcriptional regulator,166,SLIV_RS18260
NZ_CP009124.1,4052395,4054974,plus,MFS transporter,,protein-coding,WP_016326741.1,MFS transporter,859,SLIV_RS18265
NZ_CP009124.1,4055084,4055905,plus,YceI family protein,,protein-coding,WP_003974932.1,YceI family protein,273,SLIV_RS18270
NZ_CP009124.1,4055888,4056637,minus,GAF and ANTAR domain-containing protein,,protein-coding,WP_003974933.1,GAF and ANTAR domain-containing protein,249,SLIV_RS18275
NZ_CP009124.1,4056656,4057405,minus,ANTAR domain-containing protein,,protein-coding,WP_046247876.1,ANTAR domain-containing protein,249,SLIV_RS18280
NZ_CP009124.1,4057634,4058014,plus,STAS domain-containing protein,,protein-coding,WP_003974935.1,STAS domain-containing protein,126,SLIV_RS18285
NZ_CP009124.1,4058024,4058494,plus,PPOX class F420-dependent oxidoreductase,,protein-coding,WP_003974936.1,PPOX class F420-dependent oxidoreductase,156,SLIV_RS18290
NZ_CP009124.1,4058564,4059322,minus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_011029392.1,TetR/AcrR family transcriptional regulator,252,SLIV_RS18295
NZ_CP009124.1,4059384,4060907,minus,MFS transporter,,protein-coding,WP_003974938.1,MFS transporter,507,SLIV_RS18300
NZ_CP009124.1,4060966,4063167,minus,ArnT family glycosyltransferase,,protein-coding,WP_038534603.1,ArnT family glycosyltransferase,733,SLIV_RS18305
NZ_CP009124.1,4063164,4064513,minus,bifunctional glycosyltransferase family 2/GtrA family protein,,protein-coding,WP_003974941.1,bifunctional glycosyltransferase family 2/GtrA family protein,449,SLIV_RS18310
NZ_CP009124.1,4064528,4066150,minus,sensor histidine kinase,,protein-coding,WP_016326738.1,sensor histidine kinase,540,SLIV_RS18315
NZ_CP009124.1,4066147,4066887,minus,response regulator transcription factor,,protein-coding,WP_030863629.1,response regulator transcription factor,246,SLIV_RS18320
NZ_CP009124.1,4067022,4067714,minus,GntR family transcriptional regulator,,protein-coding,WP_003974944.1,GntR family transcriptional regulator,230,SLIV_RS18325
NZ_CP009124.1,4067816,4068349,plus,YbhB/YbcL family Raf kinase inhibitor-like protein,,protein-coding,WP_003974945.1,YbhB/YbcL family Raf kinase inhibitor-like protein,177,SLIV_RS18330
NZ_CP009124.1,4068358,4069074,plus,metal-dependent transcriptional regulator,,protein-coding,WP_003974946.1,metal-dependent transcriptional regulator,238,SLIV_RS18335
NZ_CP009124.1,4069134,4070087,minus,amidohydrolase family protein,,protein-coding,WP_003974947.1,amidohydrolase family protein,317,SLIV_RS18340
NZ_CP009124.1,4070181,4071062,minus,DUF2797 domain-containing protein,,protein-coding,WP_063628631.1,DUF2797 domain-containing protein,293,SLIV_RS18345
NZ_CP009124.1,4071139,4071498,plus,winged helix-turn-helix transcriptional regulator,,protein-coding,WP_003974949.1,winged helix-turn-helix transcriptional regulator,119,SLIV_RS18350
NZ_CP009124.1,4071521,4073008,minus,"peptidoglycan D,D-transpeptidase FtsI family protein",,protein-coding,WP_003974950.1,"peptidoglycan D,D-transpeptidase FtsI family protein",495,SLIV_RS18355
NZ_CP009124.1,4073237,4073668,plus,DUF6010 family protein,,protein-coding,WP_003974951.1,DUF6010 family protein,143,SLIV_RS18360
NZ_CP009124.1,4073661,4074098,minus,DUF6234 family protein,,protein-coding,WP_016326731.1,DUF6234 family protein,145,SLIV_RS18365
NZ_CP009124.1,4074209,4074281,minus,tRNA-Arg,,tRNA,,,,SLIV_RS18370
NZ_CP009124.1,4074473,4074563,minus,tRNA-Ser,,tRNA,,,,SLIV_RS18375
NZ_CP009124.1,4074745,4075212,plus,SSI family serine proteinase inhibitor,,protein-coding,WP_037666506.1,SSI family serine proteinase inhibitor,155,SLIV_RS18380
NZ_CP009124.1,4075387,4079730,plus,hybrid sensor histidine kinase/response regulator,,protein-coding,WP_079021175.1,hybrid sensor histidine kinase/response regulator,1447,SLIV_RS18385
NZ_CP009124.1,4079770,4080348,minus,TetR family transcriptional regulator,,protein-coding,WP_003974955.1,TetR family transcriptional regulator,192,SLIV_RS18390
NZ_CP009124.1,4080484,4081776,plus,MFS transporter,,protein-coding,WP_038534607.1,MFS transporter,430,SLIV_RS18395
NZ_CP009124.1,4081849,4083525,minus,long-chain fatty acid--CoA ligase,,protein-coding,WP_003974957.1,long-chain fatty acid--CoA ligase,558,SLIV_RS18400
NZ_CP009124.1,4083654,4084259,minus,SigE family RNA polymerase sigma factor,,protein-coding,WP_037666507.1,SigE family RNA polymerase sigma factor,201,SLIV_RS18405
